Ceyrek,Brut_Kar_Marji_%,FaalGid_BrutKar_%,FinansGid_Gelir_%,Cari_Oran,NetBorc_FAVOK,ROE_%,EPS,FK_Orani,Hisse
2025-06-30,9.0,105.9,22.88,1.08,1.61,-4.7,-0.8868,-17.45,GZNMI
2025-09-30,16.5,21.64,11.03,0.97,1.0,6.52,1.4147,10.94,GZNMI
2024-06-30,,,,,,,,,HALKB
2024-09-30,,,,,,,,,HALKB
2024-12-31,,,648.8,,,4.19,0.9717,10.42,HALKB
2025-03-31,,,548.02,,,3.69,0.8914,11.36,HALKB
2025-06-30,,,505.85,,,3.32,0.8703,11.63,HALKB
2025-09-30,,,457.92,,,3.81,1.0503,9.64,HALKB
2025-12-31,,,365.33,,,3.17,0.9641,10.5,HALKB
2024-06-30,,,,,,,,,HATEK
2024-09-30,19.81,120.58,29.71,0.96,0.97,-0.39,-0.0929,-40.91,HATEK
2024-12-31,-16.54,-91.61,2.38,0.86,-23.98,-5.76,-1.746,-2.18,HATEK
2025-06-30,64.78,16.73,153.23,0.7,-8.03,-22.28,-5.0033,-0.76,HATEK
2025-09-30,-80.95,-25.83,,0.81,-1.25,18.5,5.2447,0.72,HATEK
2025-12-31,57.25,32.89,21.9,1.12,3.06,-4.69,-1.1646,-3.26,HATEK
2024-06-30,,,,,,,,,HDFGS
2024-09-30,,,,16.37,0.01,-16.16,-0.2557,-3.14,HDFGS
2024-12-31,,,0.29,47.2,-0.0,7.33,0.1813,4.43,HDFGS
2025-03-31,,,-4.04,0.87,0.01,-12.28,-0.2277,-3.52,HDFGS
2025-06-30,,,0.03,130.63,-0.0,-3.71,-0.0886,-9.05,HDFGS
2025-12-31,,,0.03,3.79,0.0,9.75,0.3233,2.48,HDFGS
2024-06-30,,,-0.79,1.03,-0.01,-20.25,-0.278,-96.05,HEDEF
2024-09-30,,,-1.06,0.92,-0.01,-25.99,-0.3252,-82.1,HEDEF
2024-12-31,,,0.23,0.42,-0.03,-2.23,-0.0306,-872.68,HEDEF
2025-03-31,,,-1.36,0.29,-0.01,-12.56,-0.1688,-158.16,HEDEF
2025-06-30,,,0.56,0.21,0.13,6.22,0.0945,282.44,HEDEF
2024-06-30,,,,,,,,,HEKTS
2024-09-30,,,,,,,,,HEKTS
2024-12-31,-58.14,-83.28,4.45,1.21,-1.11,-5.49,-0.0897,-8.53,HEKTS
2025-03-31,-2.08,-1006.01,41.84,1.06,3.67,-3.94,-0.068,-11.25,HEKTS
2025-06-30,-9.25,-373.13,59.34,0.78,14.91,-4.31,-0.0755,-10.13,HEKTS
2025-09-30,-20.54,-254.24,92.83,0.65,7.6,-7.75,-0.1358,-5.63,HEKTS
2025-12-31,-16.71,-458.45,52.43,0.53,-1.3,-11.2,-0.1855,-4.12,HEKTS
2024-06-30,,,,,,,,,HKTM
2024-09-30,40.52,98.07,25.8,1.23,1.41,-4.95,-0.2514,-11.64,HKTM
2024-12-31,20.47,30.78,22.08,0.93,38.33,-9.16,-0.4999,-5.85,HKTM
2025-03-31,30.37,117.81,63.79,0.83,0.39,-2.55,-0.1487,-19.67,HKTM
2025-06-30,40.19,58.58,14.76,1.11,4.05,-1.5,-0.1356,-21.57,HKTM
2025-09-30,87.73,40.58,54.9,1.21,0.48,1.18,0.1125,25.99,HKTM
2024-06-30,,,,,,,,,HLGYO
2024-09-30,92.51,32.95,352.0,0.77,0.57,-0.38,-0.0308,-42.4,HLGYO
2024-12-31,65.92,40.98,94.64,0.76,0.55,0.05,0.0044,296.24,HLGYO
2025-03-31,5.25,41.36,18.8,0.94,0.33,4.13,0.3957,3.3,HLGYO
2025-06-30,67.38,97.37,78.77,0.78,0.39,6.49,0.7037,1.86,HLGYO
2025-09-30,46.11,24.57,155.08,0.79,0.3,0.69,0.0802,16.31,HLGYO
2024-06-30,,,,,,,,,HOROZ
2024-09-30,,,,,,,,,HOROZ
2024-12-31,5.47,200.26,4.68,1.34,1.03,-0.46,-0.1503,-91.98,HOROZ
2025-03-31,9.96,98.15,4.63,1.35,0.85,0.17,0.0617,224.22,HOROZ
2025-06-30,9.99,118.54,3.79,1.25,1.52,-1.53,-0.5801,-23.83,HOROZ
2025-09-30,12.18,64.71,3.82,1.22,0.84,1.49,0.6011,23.0,HOROZ
2025-12-31,9.12,106.12,5.16,1.16,1.18,-1.83,-0.7624,-18.13,HOROZ
2024-06-30,,,,,,,,,HRKET
2024-09-30,16.22,72.54,1.55,1.49,28.3,1.33,0.7517,21.23,HRKET
2024-12-31,35.33,66.76,9.51,1.57,5.04,-6.83,-3.802,-4.2,HRKET
2025-03-31,29.86,83.1,4.55,1.45,2.41,1.12,0.6997,22.81,HRKET
2025-06-30,12.37,123.44,5.07,1.38,4.24,-0.76,-0.4915,-32.48,HRKET
2025-09-30,18.75,85.72,2.53,0.91,2.24,1.38,0.97,16.46,HRKET
2024-06-30,,,,,,,,,HTTBT
2024-09-30,,,,,,,,,HTTBT
2024-12-31,55.21,47.73,3.16,2.37,-0.16,4.05,0.2827,33.47,HTTBT
2025-03-31,46.13,60.62,4.63,1.85,-0.07,2.84,0.2191,43.18,HTTBT
2025-06-30,50.64,47.5,5.88,2.04,-0.11,4.27,0.3627,26.08,HTTBT
2025-09-30,51.29,52.41,4.2,2.41,-0.1,4.06,0.3762,25.15,HTTBT
2025-12-31,47.6,63.02,2.84,2.17,-0.34,3.42,0.3383,27.97,HTTBT
2024-06-30,,,,,,,,,HUBVC
2024-09-30,,,,,,,,,HUBVC
2024-12-31,100.0,-1706.85,-6.62,1.99,,-17.43,-0.4874,-2.64,HUBVC
2025-03-31,94.26,475.42,,1.2,,-52.46,-1.1111,-1.16,HUBVC
2025-06-30,,-840.27,,28.44,,-7.37,-0.154,-8.36,HUBVC
2025-09-30,51.94,7878.14,,0.76,,12.54,0.3263,3.95,HUBVC
2025-12-31,-2747.97,732.44,,0.99,0.18,-47.36,-0.8882,-1.45,HUBVC
2024-06-30,,,,,,,,,HUNER
2024-09-30,65.65,0.76,20.29,0.41,1.11,2.98,0.1181,6.64,HUNER
2024-12-31,14.03,41.43,6.34,0.52,1.06,9.91,0.4508,1.74,HUNER
2025-03-31,4.11,169.16,34.24,0.42,3.55,-0.25,-0.0116,-67.46,HUNER
2025-06-30,48.77,11.27,7.32,0.38,1.69,1.1,0.055,14.26,HUNER
2025-09-30,36.03,35.81,21.77,0.3,16.3,-2.81,-0.1415,-5.55,HUNER
2024-06-30,,,,,,,,,HURGZ
2024-09-30,-11.43,-80.51,6.16,2.17,-0.07,-9.04,-0.3939,-3.55,HURGZ
2024-12-31,-16.88,-984.7,1.37,0.7,-0.13,-11.03,-0.4694,-2.98,HURGZ
2025-03-31,5.67,20.88,8.23,0.6,-0.44,-6.69,-0.2944,-4.75,HURGZ
2025-06-30,-19.67,-80.26,8.9,0.58,-0.26,-8.79,-0.3806,-3.68,HURGZ
2025-09-30,-16.59,-94.36,10.07,0.85,-0.07,-18.82,-0.7355,-1.9,HURGZ
2024-06-30,,,,,,,,,ICBCT
2024-09-30,,,6163.81,,,-4.54,-0.2635,-14.76,ICBCT
2024-12-31,,,764.03,,,-0.19,-0.0104,-372.92,ICBCT
2025-03-31,,,617.73,,,-8.04,-0.4083,-9.52,ICBCT
2025-06-30,,,1378.73,,,-9.05,-0.424,-9.17,ICBCT
2025-12-31,,,53.13,,,18.59,1.0358,3.75,ICBCT
2024-06-30,10.42,96.56,0.03,4.02,-0.49,-2.8,-0.0315,-22.26,ICUGS
2024-09-30,27.72,84.73,3.28,3.14,-0.26,-5.64,-0.0658,-10.64,ICUGS
2024-12-31,99.08,9.62,0.49,3.91,0.05,21.54,0.343,2.04,ICUGS
2024-06-30,,,,,,,,,IDGYO
2024-09-30,,,,,,,,,IDGYO
2024-12-31,-448.11,-386.83,,0.7,3.14,-4.55,-0.1053,-9.05,IDGYO
2025-03-31,100.0,668.44,278.63,0.74,6.5,-2.0,-0.038,-25.05,IDGYO
2025-06-30,100.0,415.46,108.21,0.71,149.85,-1.8,-0.0358,-26.63,IDGYO
2025-09-30,-27.03,-60.96,14.66,0.64,-16.46,-7.57,-0.1503,-6.34,IDGYO
2025-12-31,-48.3,-850.45,238.66,0.21,0.42,23.02,0.6221,1.53,IDGYO
2024-06-30,14.27,74.73,6.16,1.01,-9.92,-1.32,-0.0577,-380.6,IEYHO
2024-09-30,27.44,39.81,11.67,1.04,0.59,-2.16,-0.0997,-220.23,IEYHO
2024-12-31,15.98,53.18,9.02,1.11,-0.37,-17.09,-0.7667,-28.65,IEYHO
2024-06-30,,,,,,,,,IHAAS
2024-09-30,16.95,96.67,8.25,2.87,0.15,-1.52,-0.0278,-758.7,IHAAS
2024-12-31,-22.58,-23.93,17.21,3.11,-0.06,1.22,0.0319,659.68,IHAAS
2025-03-31,-16.48,-165.98,14.88,2.38,0.2,-16.46,-0.3132,-67.29,IHAAS
2025-06-30,-0.62,-2935.28,14.64,2.44,0.37,-4.51,-0.086,-245.1,IHAAS
2025-12-31,12.64,103.34,21.73,2.81,0.22,1.15,0.0239,881.44,IHAAS
2024-06-30,,,,,,,,,IHEVA
2024-09-30,16.4,46.63,1.17,3.91,-0.37,2.03,0.0781,7.07,IHEVA
2024-12-31,14.5,50.53,0.08,4.71,0.03,6.31,0.2755,2.01,IHEVA
2025-03-31,12.94,73.58,3.43,3.96,0.29,-0.44,-0.0211,-26.16,IHEVA
2025-06-30,11.72,59.18,1.87,3.41,3.19,-4.27,-0.2119,-2.61,IHEVA
2025-09-30,14.31,37.25,1.35,4.02,0.26,0.6,0.0321,17.21,IHEVA
2024-06-30,,,,,,,,,IHGZT
2024-09-30,,,,,,,,,IHGZT
2024-12-31,20.31,75.57,13.63,2.14,0.05,8.91,0.4314,0.85,IHGZT
2025-03-31,18.06,120.71,6.77,2.13,3.19,-1.94,-0.0775,-4.71,IHGZT
2025-06-30,17.88,142.18,12.38,1.82,-0.45,-6.18,-0.2562,-1.42,IHGZT
2025-09-30,26.17,68.42,7.01,1.68,0.23,-0.05,-0.0023,-156.73,IHGZT
2025-12-31,14.04,124.77,13.71,5.02,0.04,9.13,0.4682,0.78,IHGZT
2024-06-30,,,,,,,,,IHLAS
2024-09-30,5.16,418.49,5.39,5.03,-1.47,2.7,0.0934,5.49,IHLAS
2024-12-31,22.56,92.74,14.29,4.84,-1.67,-11.87,-0.4033,-1.27,IHLAS
2025-03-31,13.32,205.9,8.96,4.81,0.44,-4.47,-0.1585,-3.23,IHLAS
2025-06-30,7.31,432.01,9.55,4.46,-0.47,-14.14,-0.4686,-1.09,IHLAS
2025-09-30,12.22,187.36,10.44,4.04,-1.11,-16.23,-0.5144,-1.0,IHLAS
2024-06-30,,,,,,,,,IHLGM
2024-09-30,50.4,104.61,26.01,3.17,0.09,-13.34,-0.1276,-4.02,IHLGM
2024-12-31,19.02,133.4,16.96,3.23,0.01,-24.54,-0.2037,-2.52,IHLGM
2025-03-31,26.98,166.09,33.5,3.58,0.01,27.9,0.3547,1.44,IHLGM
2025-06-30,14.02,512.6,44.15,2.93,0.01,-20.36,-0.2275,-2.25,IHLGM
2025-09-30,24.8,128.61,30.25,2.8,-0.03,-3.57,-0.0412,-12.44,IHLGM
2024-06-30,,,,,,,,,IHYAY
2024-09-30,,,,,,,,,IHYAY
2024-12-31,14.49,158.0,1.67,1.75,0.13,2.32,0.0546,8.06,IHYAY
2025-03-31,8.36,345.2,3.85,1.51,-0.14,-16.13,-0.2768,-1.59,IHYAY
2025-06-30,6.73,410.01,4.35,1.29,-0.48,-16.83,-0.2321,-1.9,IHYAY
2025-09-30,17.45,128.45,4.17,1.19,-0.67,-26.84,-0.3437,-1.28,IHYAY
2025-12-31,13.06,163.34,11.82,2.12,0.08,9.7,0.1533,2.87,IHYAY
2024-06-30,46.37,51.37,4.7,1.42,-0.03,4.81,0.0652,14.41,IMASM
2024-09-30,41.11,48.54,3.45,1.62,0.08,6.89,0.1072,8.77,IMASM
2024-12-31,38.72,54.02,2.65,1.58,0.17,4.28,0.1089,8.63,IMASM
2025-03-31,37.88,67.43,17.24,1.58,-0.2,-8.11,-0.224,-4.2,IMASM
2025-06-30,35.62,62.74,12.36,1.49,0.19,-3.14,-0.0919,-10.23,IMASM
2024-06-30,,,,,,,,,INDES
2024-09-30,6.21,29.28,5.7,1.18,0.02,1.09,0.0633,35.84,INDES
2024-12-31,3.68,35.32,4.84,1.17,-0.33,1.34,0.0839,27.03,INDES
2025-03-31,5.45,37.3,6.0,1.19,-0.0,1.74,0.1226,18.5,INDES
2025-06-30,4.84,47.75,5.5,1.19,-0.12,1.95,0.149,15.22,INDES
2025-09-30,5.36,32.18,5.67,1.19,-0.02,5.64,0.4711,4.81,INDES
2024-06-30,,,,,,,,,INTEM
2024-09-30,51.7,89.74,39.89,1.26,0.04,3.68,1.3282,50.54,INTEM
2024-12-31,41.59,204.86,1.67,1.62,-0.03,-9.4,-4.2124,-15.93,INTEM
2025-03-31,59.64,142.66,1.99,1.29,0.64,-7.6,-2.6609,-25.23,INTEM
2025-06-30,56.54,62.92,42.01,1.25,0.06,7.92,3.1845,21.08,INTEM
2025-12-31,43.18,96.91,9.49,1.46,-0.3,-3.57,-1.5795,-42.5,INTEM
2024-06-30,,,,,,,,,INVEO
2024-09-30,100.0,-2.03,-6.58,0.06,-0.13,-26.13,-1.7445,-1.09,INVEO
2024-12-31,101.34,-1.06,-5.76,0.03,0.32,7.23,0.5679,3.35,INVEO
2025-03-31,100.0,-1.22,-10.5,0.13,-0.36,-12.65,-0.9716,-1.96,INVEO
2025-06-30,99.98,0.19,2.02,0.1,0.05,48.3,7.6061,0.25,INVEO
2025-09-30,100.95,-0.26,-2.9,0.07,-0.1,-34.3,-4.3236,-0.44,INVEO
2024-06-30,,,,,,,,,ISATR
2024-09-30,,,,,,,,,ISATR
2024-12-31,,,192.57,,,3.36,10690450.0,0.12,ISATR
2025-03-31,,,222.73,,,3.73,12170192.0,0.1,ISATR
2025-06-30,,,186.06,,,4.96,17868291.0,0.07,ISATR
2025-09-30,,,124.29,,,3.7,14088650.0,0.09,ISATR
2025-12-31,,,126.44,,,5.55,23746201.0,0.05,ISATR
2024-06-30,,,,,,,,,ISBTR
2024-09-30,,,,,,,,,ISBTR
2024-12-31,,,192.57,,,3.36,368636.2069,0.28,ISBTR
2025-03-31,,,222.73,,,3.73,419661.7931,0.24,ISBTR
2025-06-30,,,186.06,,,4.96,616147.9655,0.17,ISBTR
2025-09-30,,,124.29,,,3.7,485815.5172,0.21,ISBTR
2025-12-31,,,126.44,,,5.55,818834.5172,0.13,ISBTR
2024-06-30,,,,,,,,,ISCTR
2024-09-30,,,,,,,,,ISCTR
2024-12-31,,,192.57,,,3.36,0.4276,8.43,ISCTR
2025-03-31,,,222.73,,,3.73,0.4868,7.41,ISCTR
2025-06-30,,,186.06,,,4.96,0.7147,5.04,ISCTR
2025-09-30,,,124.29,,,3.7,0.5635,6.4,ISCTR
2025-12-31,,,126.44,,,5.55,0.9498,3.8,ISCTR
2024-06-30,,,,,,,,,ISFIN
2024-09-30,,,203.67,,,4.83,0.5391,9.06,ISFIN
2024-12-31,,,165.81,,,6.1,0.7768,6.29,ISFIN
2025-03-31,,,175.3,,,6.92,0.9072,5.38,ISFIN
2025-06-30,,,188.95,,,9.83,1.3906,3.51,ISFIN
2025-12-31,,,150.63,,,9.17,1.5924,3.07,ISFIN
2024-06-30,,,,,,,,,ISGYO
2024-09-30,26.98,26.67,66.1,0.56,2.47,-0.88,-0.3611,-14.68,ISGYO
2024-12-31,27.71,74.35,52.71,0.63,0.76,-2.96,-1.5782,-3.36,ISGYO
2025-03-31,48.55,27.13,69.01,1.09,-0.07,-2.08,-0.916,-5.79,ISGYO
2025-06-30,53.9,21.73,40.17,1.41,0.17,2.83,1.3586,3.9,ISGYO
2025-12-31,48.49,34.33,18.5,1.65,75.45,-1.4,-0.7362,-7.2,ISGYO
2024-06-30,,,,,,,,,ISMEN
2024-09-30,,,,,,,,,ISMEN
2024-12-31,2.42,14.49,0.02,1.64,-0.44,7.23,1.2818,8.73,ISMEN
2025-03-31,2.01,29.1,0.21,1.32,0.08,5.18,0.7594,14.73,ISMEN
2025-06-30,1.4,29.9,0.19,1.37,0.02,7.3,1.2326,9.07,ISMEN
2025-09-30,2.04,32.55,0.24,1.42,0.12,5.28,1.0094,11.08,ISMEN
2025-12-31,2.35,29.2,0.26,1.39,0.59,8.17,1.7637,6.34,ISMEN
2024-06-30,,,,,,,,,ISYAT
2024-09-30,,,,,,,,,ISYAT
2024-12-31,3.76,51.18,0.05,234.42,-7.63,0.65,0.0271,78.59,ISYAT
2025-03-31,13.35,23.78,0.14,83.12,1.41,-4.02,-0.1367,-15.6,ISYAT
2025-06-30,23.06,22.72,0.2,21.36,-1.83,0.6,0.0217,98.15,ISYAT
2025-09-30,20.71,21.92,0.15,276.66,2.88,-0.86,-0.0332,-64.16,ISYAT
2025-12-31,26.41,16.76,0.13,225.06,-0.42,4.51,0.1908,11.18,ISYAT
2024-06-30,,,,,,,,,IZENR
2024-09-30,,,,,,,,,IZENR
2024-12-31,25.32,4.09,0.96,7.66,0.43,0.03,0.002,1249.91,IZENR
2025-03-31,14.06,25.58,2.54,6.16,0.95,-2.43,-0.1325,-18.64,IZENR
2025-06-30,4.01,85.11,1.23,3.02,-8.92,0.64,0.037,66.78,IZENR
2025-09-30,32.51,8.83,5.65,7.63,0.23,3.47,0.2246,11.0,IZENR
2025-12-31,16.21,0.79,1.14,7.81,-0.08,2.47,0.1711,14.43,IZENR
2024-06-30,,,,1.94,,,,,IZFAS
2024-09-30,,,,,,,,,IZFAS
2024-12-31,266.21,51.19,154.78,1.93,1.07,14.88,0.1695,78.59,IZFAS
2025-03-31,12.0,146.85,1.84,1.8,-1.58,-10.9,-0.125,-106.56,IZFAS
2025-06-30,35.95,49.4,,1.64,1.47,-14.89,-0.1568,-85.0,IZFAS
2025-09-30,-0.09,-9534.62,26.47,1.64,1.53,-14.19,-0.1415,-94.2,IZFAS
2024-06-30,9.48,348.2,0.0,7.12,,2.25,0.2623,57.52,IZINV
2024-09-30,64.49,115.48,0.76,5.32,-0.61,-3.32,-0.6056,-24.91,IZINV
2024-06-30,,,,,,,,,IZMDC
2024-09-30,-11.49,-11.03,4.05,0.66,7.09,-6.79,-0.7884,-2.11,IZMDC
2024-12-31,1.56,88.12,3.97,0.7,2.28,6.57,0.669,2.48,IZMDC
2025-03-31,3.98,43.41,3.7,0.69,3.76,-3.77,-0.4074,-4.07,IZMDC
2025-06-30,-0.52,-457.19,1.68,0.65,44.37,-0.02,-0.0018,-919.9,IZMDC
2025-09-30,2.54,79.33,4.97,0.64,2.74,-0.19,-0.0237,-70.16,IZMDC
2024-06-30,,,,,,,,,JANTS
2024-09-30,18.7,54.13,3.28,1.66,0.33,0.3,0.02,213.48,JANTS
2024-12-31,26.06,39.55,3.84,1.73,-0.24,0.5,0.0479,89.19,JANTS
2025-03-31,17.41,66.74,4.74,1.81,-0.76,-1.42,-0.1125,-37.98,JANTS
2025-06-30,13.48,121.2,2.84,1.7,0.29,0.51,0.043,99.38,JANTS
2025-12-31,18.46,48.33,1.94,1.75,0.0,-0.67,-0.0636,-67.15,JANTS
2024-06-30,,,,,,,,,KAREL
2024-09-30,1.39,736.05,7.01,0.92,-7.74,-21.48,-0.6332,-3.49,KAREL
2024-12-31,-0.71,-1579.76,11.19,0.85,-11.73,-37.99,-0.8907,-2.48,KAREL
2025-03-31,6.93,162.11,10.94,0.82,3.04,-20.43,-0.4363,-5.07,KAREL
2025-06-30,8.41,73.28,10.06,0.84,9.7,-29.87,-0.6101,-3.62,KAREL
2025-12-31,14.78,70.9,7.55,0.8,1.78,-4.78,-0.0753,-29.35,KAREL
2024-06-30,,,,,,,,,KARSN
2024-09-30,-3.76,-724.67,8.01,1.05,-4.36,-16.11,-0.8258,-3.04,KARSN
2024-12-31,26.78,45.46,9.09,0.99,1.9,16.73,1.0203,2.46,KARSN
2025-03-31,13.15,202.05,38.63,0.92,5.44,-5.01,-0.3194,-7.85,KARSN
2025-06-30,29.84,49.51,8.1,0.96,3.03,-4.61,-0.3113,-8.05,KARSN
2025-09-30,19.15,110.61,32.07,0.91,3.21,-5.79,-0.3928,-6.38,KARSN
2024-06-30,,,,,,,,,KARTN
2024-09-30,,,,,,,,,KARTN
2024-12-31,-10.97,-81.93,7.44,1.42,0.48,-0.72,-0.2653,-67.14,KARTN
2025-03-31,-27.33,-33.22,5.79,1.24,-0.49,-12.02,-4.3974,-4.05,KARTN
2025-06-30,-27.15,-34.91,8.34,1.19,-0.69,-9.03,-3.2049,-5.56,KARTN
2025-09-30,-24.42,-35.24,9.42,1.25,-11.76,-5.37,-1.944,-9.16,KARTN
2025-12-31,-37.72,-27.9,7.43,1.05,-1.13,-15.43,-5.0889,-3.5,KARTN
2024-06-30,,,,,,,,,KATMR
2024-09-30,,,,,,,,,KATMR
2024-12-31,52.83,105.73,75.7,3.28,2.24,4.19,0.1404,5.31,KATMR
2025-03-31,44.92,32.52,23.42,2.98,0.58,5.53,0.1627,4.58,KATMR
2025-06-30,47.5,57.74,,3.44,1.97,0.81,0.0289,25.79,KATMR
2025-09-30,35.97,72.9,1.09,2.97,1.58,0.75,0.0287,25.97,KATMR
2025-12-31,54.51,55.33,13.99,2.76,2.37,1.55,0.0624,11.95,KATMR
2024-07-31,,,,,,,,,KAYSE
2024-10-31,-16.29,-29.71,16.76,1.51,4150.02,-4.52,-0.4477,-2.57,KAYSE
2025-01-31,44.81,60.45,49.27,1.48,7.07,-1.83,-0.1932,-5.95,KAYSE
2025-04-30,11.71,14.42,3.62,1.64,0.71,5.31,0.6561,1.75,KAYSE
2025-07-31,3.71,819.64,69.31,1.64,-2.51,-3.64,-0.4558,-2.52,KAYSE
2025-10-31,-17.36,-194.41,49.56,1.45,-6.46,-2.46,-0.3247,-3.54,KAYSE
2024-06-30,,,,,,,,,KBORU
2024-09-30,,,,,,,,,KBORU
2024-12-31,-6.88,-424.95,3.37,1.87,1.26,6.12,0.4035,11.04,KBORU
2025-03-31,27.0,33.82,6.16,1.73,0.72,5.78,0.3425,13.01,KBORU
2025-06-30,20.17,43.18,3.08,1.7,0.93,8.39,0.5709,7.8,KBORU
2025-09-30,35.89,55.49,2.56,1.44,4.06,0.34,0.0244,182.92,KBORU
2025-12-31,14.17,80.59,18.04,1.82,12.75,0.6,0.0443,100.66,KBORU
2024-06-30,,,,,,,,,KCHOL
2024-09-30,,,,,,,,,KCHOL
2024-12-31,13.26,88.38,2.9,0.87,4.22,0.46,1.2667,38.49,KCHOL
2025-03-31,17.11,81.64,2.47,0.91,5.13,-0.25,-0.5582,-87.34,KCHOL
2025-06-30,17.17,76.22,2.5,0.89,4.23,1.3,3.0505,15.98,KCHOL
2025-09-30,16.49,74.41,2.5,0.9,3.85,1.19,3.0177,16.15,KCHOL
2025-12-31,17.29,78.92,3.13,0.87,3.49,1.13,3.0173,16.16,KCHOL
2024-06-30,,,,,,,,,KCAER
2024-09-30,17.57,45.57,5.46,1.14,4.54,-2.12,-0.1071,-27.96,KCAER
2024-12-31,11.62,53.21,7.27,1.27,0.74,0.85,0.042,71.28,KCAER
2025-03-31,21.31,43.64,6.72,1.13,1.48,2.62,0.1422,21.07,KCAER
2025-06-30,19.9,36.88,4.66,1.09,1.66,0.91,0.0524,57.18,KCAER
2025-09-30,15.91,42.96,4.46,1.27,1.63,0.23,0.0141,212.36,KCAER
2024-06-30,,,,,,,,,KFEIN
2024-09-30,21.51,81.47,0.45,2.74,1.31,-8.58,-0.3486,-6.29,KFEIN
2024-12-31,26.96,47.52,0.32,2.1,-0.22,20.25,1.015,2.16,KFEIN
2025-03-31,19.89,121.76,0.28,2.0,-2.89,-2.65,-0.1426,-15.37,KFEIN
2025-06-30,14.37,135.73,0.47,2.08,0.97,-3.57,-0.19,-11.54,KFEIN
2025-09-30,15.05,69.03,0.26,2.2,-0.54,0.96,0.0549,39.93,KFEIN
2024-06-30,,,,,,,,,KGYO
2024-09-30,16.97,63.36,5.25,7.17,0.01,-2.83,-0.076,-25.87,KGYO
2024-12-31,12.33,408.25,3.98,1.53,-0.04,6.34,0.1429,13.76,KGYO
2025-03-31,16.2,461.6,1.0,1.52,0.11,0.53,0.0133,147.83,KGYO
2025-06-30,14.6,489.91,,1.32,0.1,-0.36,-0.0096,-205.76,KGYO
2025-09-30,17.5,312.67,10.96,1.04,-0.93,-4.95,-0.1335,-14.74,KGYO
2024-06-30,-1154.71,-16.13,142.5,1.6,-0.63,-1.05,-0.1163,-12.53,KLGYO
2024-09-30,-13.89,-117.87,8.12,1.55,-0.91,-0.73,-0.0877,-16.62,KLGYO
2024-12-31,62.76,15.7,0.39,2.92,0.01,4.1,0.5459,2.67,KLGYO
2025-03-31,87.15,192.97,27.05,2.82,0.14,-1.37,-0.1985,-7.34,KLGYO
2025-06-30,87.03,83.65,24.46,3.12,0.07,-0.49,-0.0743,-19.62,KLGYO
2024-06-30,,,,,,,,,KLKIM
2024-09-30,40.39,44.08,7.72,1.93,-0.38,8.51,0.6983,14.59,KLKIM
2024-12-31,39.72,58.17,6.2,2.1,-0.52,8.63,0.8138,12.52,KLKIM
2025-03-31,37.49,60.6,6.2,2.08,-0.83,2.83,0.3029,33.64,KLKIM
2025-06-30,40.19,48.28,5.49,2.0,-0.52,6.07,0.7064,14.43,KLKIM
2025-09-30,40.89,48.9,7.31,2.01,-0.64,4.11,0.5348,19.06,KLKIM
2024-06-30,,,,,,,,,KLMSN
2024-09-30,12.17,95.31,8.26,1.31,6.28,-2.5,-1.0349,-7.09,KLMSN
2024-12-31,9.43,131.66,6.67,1.37,6.29,-3.09,-1.3549,-5.41,KLMSN
2025-03-31,13.85,103.57,4.75,1.44,92.43,-3.91,-1.8157,-4.04,KLMSN
2025-06-30,15.31,60.8,2.83,1.51,3.46,2.1,1.1308,6.49,KLMSN
2025-09-30,11.86,95.42,4.39,1.51,-187.71,-3.08,-1.6664,-4.4,KLMSN
2024-06-30,,,,,,,,,KLNMA
2024-09-30,,,,,,,,,KLNMA
2024-12-31,,,104.3,,,9.09,0.1819,14.54,KLNMA
2025-03-31,,,128.99,,,8.1,0.1752,15.09,KLNMA
2025-06-30,,,84.89,,,7.93,0.2262,11.7,KLNMA
2025-09-30,,,81.22,,,7.76,0.2406,10.99,KLNMA
2025-12-31,,,93.58,,,7.69,0.2587,10.23,KLNMA
2024-06-30,,,,,,,,,KLRHO
2024-09-30,12.69,47.46,1.56,1.66,-0.97,-1.26,-0.1621,-221.91,KLRHO
2024-12-31,53.96,17.45,0.48,2.41,0.1,3.23,0.4534,79.35,KLRHO
2025-06-30,8.67,99.83,4.65,2.44,0.14,1.36,0.2272,158.36,KLRHO
2025-09-30,21.2,77.4,2.31,2.28,-0.21,1.57,0.2859,125.84,KLRHO
2024-06-30,46.98,109.46,12.42,0.87,0.56,4.08,0.1578,15.65,KLSYN
2024-09-30,45.99,71.18,9.68,0.91,0.38,2.65,0.114,21.67,KLSYN
2024-12-31,65.81,36.23,3.52,1.13,0.14,9.39,0.5671,4.36,KLSYN
2025-03-31,43.38,88.44,7.8,1.13,0.42,0.36,0.0239,103.31,KLSYN
2024-06-30,,,,,,,,,KMPUR
2024-09-30,19.46,20.82,16.93,1.26,0.53,1.39,0.0836,52.19,KMPUR
2024-12-31,10.9,91.29,15.16,1.11,-6.07,-27.19,-1.4763,-2.96,KMPUR
2025-03-31,16.29,51.11,7.18,1.09,11.61,-8.15,-0.4406,-9.9,KMPUR
2025-06-30,20.21,58.01,5.68,1.03,-9.11,-14.55,-0.7089,-6.15,KMPUR
2025-09-30,17.87,28.15,6.09,1.06,3.65,2.06,0.12,36.36,KMPUR
2024-06-30,,,,,,,,,KNFRT
