Brut_Kar_Marji_%,BKM_Gecti,FaalGid_BrutKar_%,FGBK_Gecti,FinansGid_Gelir_%,FGG_Gecti,Cari_Oran,CO_Gecti,NetBorc_FAVOK,NB_Gecti,ROE_%,ROE_Gecti,Toplam_Puan,Maks_Puan,Hisse,Borsa,FK_Orani,FK_Gecti,EPS_Surekli_Artis,Icsel_Deger
39.52,HAYIR,28812.24,HAYIR,,,8.88,HAYIR,0.29,EVET,-22.09,HAYIR,1,8,EYPT,NASDAQ,,,,
44.41,EVET,53.1,HAYIR,47.76,HAYIR,3.17,HAYIR,12.95,HAYIR,2.97,HAYIR,1,8,MBINN,NASDAQ,,,,
12.93,HAYIR,51.7,HAYIR,1.12,EVET,1.14,HAYIR,5.48,HAYIR,2.6,HAYIR,1,8,PNTG,NASDAQ,,,,
19.57,HAYIR,76.9,HAYIR,,,4.67,HAYIR,-0.36,EVET,0.68,HAYIR,1,8,SEGMN,BIST,92.42,HAYIR,HAYIR,14.68
40.8,EVET,49.66,HAYIR,,,5.62,HAYIR,5.43,HAYIR,7.14,HAYIR,1,8,PGY,NASDAQ,,,,
48.96,EVET,91.37,HAYIR,,,0.83,HAYIR,51.62,HAYIR,6.56,HAYIR,1,8,SEKFK,BIST,4.2,HAYIR,HAYIR,61.23
,,223.25,HAYIR,,,17.14,HAYIR,0.18,EVET,-7.53,HAYIR,1,8,DSGN,NASDAQ,,,,
49.96,EVET,54.72,HAYIR,49.05,HAYIR,30.58,HAYIR,14.81,HAYIR,1.95,HAYIR,1,8,CFFN,NASDAQ,,,,
38.34,HAYIR,60.43,HAYIR,,,2.68,HAYIR,-1.46,EVET,8.25,HAYIR,1,8,INOD,NASDAQ,,,,
,,,,150.63,HAYIR,,,,,9.17,HAYIR,1,8,ISFIN,BIST,3.07,HAYIR,EVET,157.42
,,,,,,26.63,HAYIR,3.46,EVET,-7.65,HAYIR,1,8,TECX,NASDAQ,,,,
54.83,EVET,56.23,HAYIR,44.15,HAYIR,0.2,HAYIR,5.33,HAYIR,2.12,HAYIR,1,8,WAFDP,NASDAQ,,,,
33.33,HAYIR,36.19,HAYIR,,,1.5,EVET,10.6,HAYIR,8.69,HAYIR,1,8,VAKFN,BIST,3.66,HAYIR,HAYIR,12.81
27.67,HAYIR,109.91,HAYIR,22.29,HAYIR,0.89,HAYIR,-7.07,EVET,-7.39,HAYIR,1,8,USAK,BIST,-3.04,HAYIR,HAYIR,
,,,,,,1.85,EVET,,,8.62,HAYIR,1,8,BVC,NASDAQ,,,,
35.55,HAYIR,362.67,HAYIR,,,1.36,HAYIR,0.14,EVET,-61.61,HAYIR,1,8,MFI,NASDAQ,,,,
42.89,EVET,39.75,HAYIR,,,1.31,HAYIR,4.94,HAYIR,12.07,HAYIR,1,8,CRDFA,BIST,26.27,HAYIR,HAYIR,71.03
24.63,HAYIR,30.6,HAYIR,11.9,EVET,0.49,HAYIR,7.21,HAYIR,0.82,HAYIR,1,8,EVRG,NASDAQ,,,,
27.22,HAYIR,125.2,HAYIR,,,2.27,HAYIR,0.89,EVET,-4.11,HAYIR,1,8,SWAGW,NASDAQ,,,,
31.68,HAYIR,34.35,HAYIR,22.09,HAYIR,1.1,HAYIR,3.02,EVET,1.95,HAYIR,1,8,TUCLK,BIST,6.29,HAYIR,HAYIR,17.43
,,,,,,,,0.5,EVET,-96.7,HAYIR,1,8,LGHL,NASDAQ,,,,
21.17,HAYIR,115.95,HAYIR,2.95,EVET,2.52,HAYIR,49.71,HAYIR,0.01,HAYIR,1,8,TRS,NASDAQ,,,,
50.79,EVET,52.11,HAYIR,49.21,HAYIR,0.49,HAYIR,5.11,HAYIR,2.58,HAYIR,1,8,BWBBP,NASDAQ,,,,
,,,,,,6.49,HAYIR,-34.76,EVET,-29.33,HAYIR,1,8,PVLA,NASDAQ,,,,
,,,,,,21.93,HAYIR,1.19,EVET,-6.22,HAYIR,1,8,TRVI,NASDAQ,,,,
75.06,EVET,58.35,HAYIR,,,7.98,HAYIR,,,6.81,HAYIR,1,8,IRMD,NASDAQ,,,,
28.33,HAYIR,51.92,HAYIR,27.38,HAYIR,1.11,HAYIR,2.01,EVET,0.17,HAYIR,1,8,ERCB,BIST,335.91,HAYIR,HAYIR,3.91
16.39,HAYIR,322.0,HAYIR,69.0,HAYIR,1.18,HAYIR,3.2,EVET,-1.54,HAYIR,1,8,TMSN,BIST,-11.33,HAYIR,HAYIR,
56.61,EVET,34.97,HAYIR,63.61,HAYIR,0.57,HAYIR,10.94,HAYIR,-0.16,HAYIR,1,8,RNW,NASDAQ,,,,
14.37,HAYIR,145.31,HAYIR,12.23,EVET,0.67,HAYIR,18.04,HAYIR,-6.58,HAYIR,1,8,CUSAN,BIST,-7.27,HAYIR,HAYIR,
56.61,EVET,34.97,HAYIR,63.61,HAYIR,0.57,HAYIR,10.94,HAYIR,-0.16,HAYIR,1,8,RNWWW,NASDAQ,,,,
10.24,HAYIR,106.25,HAYIR,5.26,EVET,1.31,HAYIR,5.69,HAYIR,-5.48,HAYIR,1,8,EKSUN,BIST,-6.52,HAYIR,HAYIR,
-0.89,HAYIR,-1966.01,EVET,,,6.38,HAYIR,40.92,HAYIR,-3.17,HAYIR,1,8,SRTAW,NASDAQ,,,,
42.74,EVET,85.78,HAYIR,,,6.38,HAYIR,,,4.07,HAYIR,1,8,TALK,NASDAQ,,,,
,,,,,,2.42,HAYIR,0.08,EVET,-46.75,HAYIR,1,8,STKH,NASDAQ,,,,
27.21,HAYIR,123.63,HAYIR,18.85,HAYIR,0.69,HAYIR,-5.96,EVET,-7.77,HAYIR,1,8,DYOBY,BIST,-2.01,HAYIR,HAYIR,
4.92,HAYIR,140.73,HAYIR,,,1.31,HAYIR,0.32,EVET,-3.74,HAYIR,1,8,CCGWW,NASDAQ,,,,
3.15,HAYIR,57.06,HAYIR,0.69,EVET,1.02,HAYIR,5.66,HAYIR,11.5,HAYIR,1,8,APC,NASDAQ,,,,
85.36,EVET,3841.39,HAYIR,,,27.87,HAYIR,,,-7.65,HAYIR,1,8,OCG,NASDAQ,,,,
11.14,HAYIR,124.27,HAYIR,7.09,EVET,0.75,HAYIR,7.67,HAYIR,-9.07,HAYIR,1,8,DMSAS,BIST,-3.9,HAYIR,HAYIR,
8.27,HAYIR,76.61,HAYIR,1.84,EVET,1.4,HAYIR,4.66,HAYIR,0.77,HAYIR,1,8,ASTH,NASDAQ,,,,
-6.05,HAYIR,-34851.32,EVET,,,14.2,HAYIR,70.49,HAYIR,-33.75,HAYIR,1,8,AHG,NASDAQ,,,,
,,,,,,70.88,HAYIR,1.25,EVET,-0.6,HAYIR,1,8,ECZYT,BIST,-46.46,HAYIR,HAYIR,
174.81,EVET,61.32,HAYIR,15.16,HAYIR,0.91,HAYIR,,,-1.46,HAYIR,1,8,YAYLA,BIST,-25.86,HAYIR,HAYIR,
36.03,HAYIR,118.78,HAYIR,1.19,EVET,4.07,HAYIR,168.01,HAYIR,-0.69,HAYIR,1,8,UPC,NASDAQ,,,,
90.87,EVET,308.99,HAYIR,26.04,HAYIR,6.25,HAYIR,5.9,HAYIR,-1.05,HAYIR,1,8,XNCR,NASDAQ,,,,
63.17,EVET,69.23,HAYIR,33.05,HAYIR,0.19,HAYIR,6.62,HAYIR,2.13,HAYIR,1,8,HBAN,NASDAQ,,,,
22.4,HAYIR,98.13,HAYIR,,,36.26,HAYIR,-978.8,EVET,4.15,HAYIR,1,8,HOLOW,NASDAQ,,,,
30.77,HAYIR,30.93,HAYIR,24.46,HAYIR,2.1,HAYIR,1.34,EVET,0.15,HAYIR,1,8,EKGYO,BIST,97.65,HAYIR,HAYIR,5.24
6.61,HAYIR,2849.97,HAYIR,,,10.42,HAYIR,2.71,EVET,-6.32,HAYIR,1,8,RCAT,NASDAQ,,,,
21.83,HAYIR,79.21,HAYIR,37.44,HAYIR,2.78,HAYIR,-0.32,EVET,-19.63,HAYIR,1,8,ESCAR,BIST,-3.2,HAYIR,HAYIR,
,,-83.25,EVET,,,0.9,HAYIR,4.48,HAYIR,-0.83,HAYIR,1,8,SHEN,NASDAQ,,,,
33.33,HAYIR,479.2,HAYIR,,,3.29,HAYIR,0.23,EVET,-9.55,HAYIR,1,8,MRNA,NASDAQ,,,,
47.61,EVET,653.39,HAYIR,,,5.64,HAYIR,,,-1.75,HAYIR,1,8,DTSTW,NASDAQ,,,,
18.21,HAYIR,528.93,HAYIR,28.43,HAYIR,2.54,HAYIR,-0.35,EVET,-84.71,HAYIR,1,8,DFLIW,NASDAQ,,,,
27.33,HAYIR,531.75,HAYIR,54.74,HAYIR,1.26,HAYIR,-4.79,EVET,-25.48,HAYIR,1,8,CDZIP,NASDAQ,,,,
100.0,EVET,354.88,HAYIR,17.27,HAYIR,1.44,HAYIR,225666.93,HAYIR,-0.0,HAYIR,1,8,SSSSL,NASDAQ,,,,
,,,,,,5.6,HAYIR,0.16,EVET,-33.69,HAYIR,1,8,REPL,NASDAQ,,,,
11.86,HAYIR,23.77,EVET,62.91,HAYIR,0.25,HAYIR,14.19,HAYIR,-7.81,HAYIR,1,8,FIP,NASDAQ,,,,
100.0,EVET,56.32,HAYIR,,,13.09,HAYIR,,,-4.38,HAYIR,1,8,SONME,BIST,-14.55,HAYIR,HAYIR,
100.0,EVET,34.5,HAYIR,58.66,HAYIR,0.01,HAYIR,14.97,HAYIR,7.7,HAYIR,1,8,AGNCN,NASDAQ,,,,
22.85,HAYIR,687.64,HAYIR,78.1,HAYIR,0.29,HAYIR,-2.4,EVET,-5.85,HAYIR,1,8,ALRS,NASDAQ,,,,
-103.76,HAYIR,-109.95,EVET,34.95,HAYIR,0.22,HAYIR,22.74,HAYIR,-4.31,HAYIR,1,8,CMCT,NASDAQ,,,,
32.64,HAYIR,135.35,HAYIR,,,4.2,HAYIR,2.28,EVET,-3.65,HAYIR,1,8,SBFMW,NASDAQ,,,,
38.15,HAYIR,85.44,HAYIR,,,1.37,HAYIR,1.84,EVET,3.61,HAYIR,1,8,ARHS,NASDAQ,,,,
32.54,HAYIR,66.11,HAYIR,,,1.17,HAYIR,1.93,EVET,1.57,HAYIR,1,8,VOD,NASDAQ,,,,
63.17,EVET,69.23,HAYIR,33.05,HAYIR,0.19,HAYIR,6.62,HAYIR,2.13,HAYIR,1,8,HBANP,NASDAQ,,,,
62.13,EVET,64.29,HAYIR,33.32,HAYIR,1.03,HAYIR,4.16,HAYIR,2.61,HAYIR,1,8,FCNCA,NASDAQ,,,,
17.23,HAYIR,92.8,HAYIR,2.99,EVET,1.07,HAYIR,9.32,HAYIR,0.31,HAYIR,1,8,CSIQ,NASDAQ,,,,
42.74,EVET,85.78,HAYIR,,,6.38,HAYIR,,,4.07,HAYIR,1,8,TALKW,NASDAQ,,,,
,,,,,,2.59,HAYIR,0.66,EVET,-161.92,HAYIR,1,8,JSPRW,NASDAQ,,,,
56.55,EVET,50.01,HAYIR,42.23,HAYIR,391.51,HAYIR,5.05,HAYIR,2.51,HAYIR,1,8,CNOB,NASDAQ,,,,
38.91,HAYIR,12523.46,HAYIR,,,3.74,HAYIR,0.01,EVET,-24.31,HAYIR,1,8,STSSW,NASDAQ,,,,
19.17,HAYIR,66.51,HAYIR,2.89,EVET,1.02,HAYIR,18.75,HAYIR,-6.77,HAYIR,1,8,AHCO,NASDAQ,,,,
,,,,,,0.02,HAYIR,-0.72,EVET,1.68,HAYIR,1,8,NVNIW,NASDAQ,,,,
,,,,,,136.25,HAYIR,2.3,EVET,-4.48,HAYIR,1,8,TDGYO,BIST,-20.09,HAYIR,HAYIR,
8.65,HAYIR,103.78,HAYIR,15.87,HAYIR,2.91,HAYIR,0.74,EVET,-3.71,HAYIR,1,8,CANTE,BIST,-4.0,HAYIR,HAYIR,
44.26,EVET,43.22,HAYIR,21.56,HAYIR,0.5,HAYIR,5.39,HAYIR,-2.36,HAYIR,1,8,ESEN,BIST,-6.73,HAYIR,HAYIR,
27.15,HAYIR,81.77,HAYIR,5.65,EVET,0.79,HAYIR,17.79,HAYIR,-3.98,HAYIR,1,8,PENN,NASDAQ,,,,
,,,,,,1.23,HAYIR,0.28,EVET,-366.36,HAYIR,1,8,CMPS,NASDAQ,,,,
14.71,HAYIR,78.22,HAYIR,,,1.44,HAYIR,1.55,EVET,17.71,HAYIR,1,8,ABLVW,NASDAQ,,,,
18.73,HAYIR,138.58,HAYIR,1.64,EVET,2.14,HAYIR,11.67,HAYIR,-1.96,HAYIR,1,8,RAYA,NASDAQ,,,,
,,-28153.15,EVET,,,10.1,HAYIR,,,-23.93,HAYIR,1,8,BCTXZ,NASDAQ,,,,
17.55,HAYIR,46.21,HAYIR,10.34,EVET,0.78,HAYIR,5.63,HAYIR,-1.56,HAYIR,1,8,TAVHL,BIST,-1085.59,HAYIR,HAYIR,
97.63,EVET,316.66,HAYIR,,,2.44,HAYIR,,,-30.36,HAYIR,1,8,SBET,NASDAQ,,,,
100.0,EVET,34.5,HAYIR,58.66,HAYIR,0.01,HAYIR,14.97,HAYIR,7.7,HAYIR,1,8,AGNCL,NASDAQ,,,,
6.84,HAYIR,150.51,HAYIR,16.79,HAYIR,1.02,HAYIR,-3.33,EVET,-0.92,HAYIR,1,8,BTCIM,BIST,-47.83,HAYIR,HAYIR,
,,,,,,27.57,HAYIR,0.03,EVET,-1.44,HAYIR,1,8,SURGY,BIST,-17.72,HAYIR,HAYIR,
7.89,HAYIR,154.75,HAYIR,8.8,EVET,1.16,HAYIR,4.35,HAYIR,-0.99,HAYIR,1,8,BSOKE,BIST,-105.83,HAYIR,HAYIR,
11.69,HAYIR,102.17,HAYIR,2.06,EVET,1.29,HAYIR,8.27,HAYIR,-3.99,HAYIR,1,8,BAKAB,BIST,-7.39,HAYIR,HAYIR,
,,,,,,0.01,HAYIR,-3.17,EVET,0.84,HAYIR,1,8,AFJKU,NASDAQ,,,,
27.96,HAYIR,63.03,HAYIR,,,2.79,HAYIR,-0.9,EVET,3.57,HAYIR,1,8,IOSP,NASDAQ,,,,
-130.1,HAYIR,-1621.4,EVET,358.4,HAYIR,11.54,HAYIR,8.15,HAYIR,-2.18,HAYIR,1,8,NNAVW,NASDAQ,,,,
35.15,HAYIR,86.39,HAYIR,2.34,EVET,2.52,HAYIR,6.06,HAYIR,2.84,HAYIR,1,8,UPBD,NASDAQ,,,,
24.37,HAYIR,1350.68,HAYIR,,,5.5,HAYIR,1.88,EVET,-9.56,HAYIR,1,8,RXRX,NASDAQ,,,,
,,,,,,6.12,HAYIR,0.46,EVET,-20.15,HAYIR,1,8,GLUE,NASDAQ,,,,
-2747.97,HAYIR,732.44,HAYIR,,,0.99,HAYIR,0.18,EVET,-47.36,HAYIR,1,8,HUBVC,BIST,-1.45,HAYIR,HAYIR,
11.47,HAYIR,109.45,HAYIR,,,1.25,HAYIR,-2.63,EVET,-1.83,HAYIR,1,8,NEGG,NASDAQ,,,,
36.08,HAYIR,73.22,HAYIR,0.95,EVET,0.61,HAYIR,4.01,HAYIR,9.24,HAYIR,1,8,LITE,NASDAQ,,,,
,,,,,,0.14,HAYIR,-2.49,EVET,14.54,HAYIR,1,8,LKSP,NASDAQ,,,,
,,,,,,14.14,HAYIR,1.17,EVET,-9.02,HAYIR,1,8,BCAX,NASDAQ,,,,
,,,,,,5.96,HAYIR,0.95,EVET,-11.89,HAYIR,1,8,OCS,NASDAQ,,,,
12.64,HAYIR,103.34,HAYIR,21.73,HAYIR,2.81,HAYIR,0.22,EVET,1.15,HAYIR,1,8,IHAAS,BIST,881.44,HAYIR,HAYIR,2.36
124.34,EVET,54.71,HAYIR,47.38,HAYIR,22.15,HAYIR,5.1,HAYIR,3.61,HAYIR,1,8,TRINI,NASDAQ,,,,
31.09,HAYIR,82.4,HAYIR,1.25,EVET,9.54,HAYIR,,,0.45,HAYIR,1,8,KRGYO,BIST,64.35,HAYIR,HAYIR,1.08
,,,,,,1.91,EVET,,,0.8,HAYIR,1,8,MLAC,NASDAQ,,,,
,,,,,,1.91,EVET,,,0.8,HAYIR,1,8,MLACR,NASDAQ,,,,
-13.57,HAYIR,-78.41,EVET,25.02,HAYIR,,,,,-1.27,HAYIR,1,8,DHC,NASDAQ,,,,
14.44,HAYIR,168.34,HAYIR,9.21,EVET,0.8,HAYIR,5.54,HAYIR,-2.61,HAYIR,1,8,KORDS,BIST,-6.99,HAYIR,HAYIR,
77.66,EVET,55.16,HAYIR,22.34,HAYIR,,,14.7,HAYIR,4.92,HAYIR,1,8,NEWTH,NASDAQ,,,,
,,,,,,,,-25.78,EVET,-38.95,HAYIR,1,8,WSTNU,NASDAQ,,,,
47.34,EVET,77.71,HAYIR,49.62,HAYIR,0.09,HAYIR,21.32,HAYIR,0.91,HAYIR,1,8,WSBK,NASDAQ,,,,
,,,,,,6.37,HAYIR,-0.11,EVET,0.83,HAYIR,1,8,NMP,NASDAQ,,,,
,,,,,,0.01,HAYIR,-2.23,EVET,0.75,HAYIR,1,8,KVACW,NASDAQ,,,,
,,,,,,0.01,HAYIR,-2.23,EVET,0.75,HAYIR,1,8,KVAC,NASDAQ,,,,
,,,,,,0.79,HAYIR,-0.14,EVET,0.63,HAYIR,1,8,NOEMR,NASDAQ,,,,
,,,,,,0.22,HAYIR,-0.47,EVET,0.86,HAYIR,1,8,HSPT,NASDAQ,,,,
9.1,HAYIR,100.63,HAYIR,10.59,EVET,0.45,HAYIR,7.34,HAYIR,1.87,HAYIR,1,8,AEP,NASDAQ,,,,
43.28,EVET,45.59,HAYIR,21.01,HAYIR,0.49,HAYIR,6.86,HAYIR,-1.02,HAYIR,1,8,MAGEN,BIST,-239.54,HAYIR,HAYIR,
,,,,,,0.45,HAYIR,-0.5,EVET,1.06,HAYIR,1,8,GPATW,NASDAQ,,,,
,,,,,,0.78,HAYIR,-3.32,EVET,0.02,HAYIR,1,8,HAVA,NASDAQ,,,,
,,,,,,0.78,HAYIR,,,20.8,EVET,1,8,HAVAU,NASDAQ,,,,
30.21,HAYIR,81.25,HAYIR,6.19,EVET,1.06,HAYIR,4.69,HAYIR,-0.7,HAYIR,1,8,WBD,NASDAQ,,,,
42.69,EVET,38.76,HAYIR,,,4.35,HAYIR,,,0.3,HAYIR,1,8,MAALT,BIST,167.59,HAYIR,HAYIR,169.44
18.78,HAYIR,96.98,HAYIR,,,0.67,HAYIR,-0.52,EVET,0.35,HAYIR,1,8,RYAAY,NASDAQ,,,,
100.0,EVET,137.26,HAYIR,,,0.66,HAYIR,,,-3.04,HAYIR,1,8,HERZ,NASDAQ,,,,
75.68,EVET,33.06,HAYIR,,,1.26,HAYIR,4.07,HAYIR,6.61,HAYIR,1,8,HOOD,NASDAQ,,,,
37.35,HAYIR,82.87,HAYIR,38.5,HAYIR,0.47,HAYIR,-4.12,EVET,3.44,HAYIR,1,8,PICS,NASDAQ,,,,
,,,,,,0.22,HAYIR,-0.47,EVET,0.86,HAYIR,1,8,HSPTR,NASDAQ,,,,
,,-8.79,EVET,,,11.53,HAYIR,,,0.44,HAYIR,1,8,HVMC,NASDAQ,,,,
,,-8.79,EVET,,,11.53,HAYIR,,,0.44,HAYIR,1,8,HVMCW,NASDAQ,,,,
,,,,,,0.11,HAYIR,0.01,EVET,0.85,HAYIR,1,8,IMSRW,NASDAQ,,,,
,,,,,,3.5,HAYIR,0.11,EVET,-0.04,HAYIR,1,8,IPCX,NASDAQ,,,,
25.7,HAYIR,69.31,HAYIR,,,1.04,HAYIR,1.44,EVET,3.38,HAYIR,1,8,CASY,NASDAQ,,,,
,,,,,,0.53,HAYIR,-0.06,EVET,0.08,HAYIR,1,8,IPEX,NASDAQ,,,,
13.83,HAYIR,36.18,HAYIR,,,1.7,EVET,,,2.89,HAYIR,1,8,PCAR,NASDAQ,,,,
,,,,,,0.53,HAYIR,0.74,EVET,0.08,HAYIR,1,8,IPEXR,NASDAQ,,,,
,,,,,,0.79,HAYIR,-0.14,EVET,0.63,HAYIR,1,8,NOEM,NASDAQ,,,,
,,,,,,0.23,HAYIR,-0.16,EVET,0.12,HAYIR,1,8,UYSC,NASDAQ,,,,
38.79,HAYIR,82.49,HAYIR,12.47,EVET,1.43,HAYIR,6.03,HAYIR,3.15,HAYIR,1,8,CRESY,NASDAQ,,,,
,,,,,,1.92,EVET,,,1.08,HAYIR,1,8,TACOW,NASDAQ,,,,
36.43,HAYIR,1515.31,HAYIR,119.18,HAYIR,7.98,HAYIR,0.33,EVET,-31.08,HAYIR,1,8,PLSM,NASDAQ,,,,
,,,,,,3.21,HAYIR,0.33,EVET,0.97,HAYIR,1,8,PMTR,NASDAQ,,,,
,,,,,,3.21,HAYIR,0.33,EVET,0.97,HAYIR,1,8,PMTRU,NASDAQ,,,,
14.17,HAYIR,80.59,HAYIR,18.04,HAYIR,1.82,EVET,12.75,HAYIR,0.6,HAYIR,1,8,KBORU,BIST,100.66,HAYIR,HAYIR,4.38
100.0,EVET,693.0,HAYIR,,,31.62,HAYIR,,,-51.62,HAYIR,1,8,PURR,NASDAQ,,,,
100.0,EVET,92.23,HAYIR,,,1.13,HAYIR,7.69,HAYIR,3.57,HAYIR,1,8,FER,NASDAQ,,,,
19.15,HAYIR,110.61,HAYIR,32.07,HAYIR,0.91,HAYIR,3.21,EVET,-5.79,HAYIR,1,8,KARSN,BIST,-6.38,HAYIR,HAYIR,
,,,,,,0.36,HAYIR,-0.16,EVET,0.85,HAYIR,1,8,TAVI,NASDAQ,,,,
23.08,HAYIR,18356.21,HAYIR,,,3.09,HAYIR,0.08,EVET,-26.78,HAYIR,1,8,CTMX,NASDAQ,,,,
6.59,HAYIR,116.2,HAYIR,,,1.53,EVET,,,-5.31,HAYIR,1,8,EXPI,NASDAQ,,,,
,,,,,,1.31,HAYIR,0.23,EVET,0.97,HAYIR,1,8,PLMK,NASDAQ,,,,
,,,,,,1.92,EVET,,,1.08,HAYIR,1,8,TACOU,NASDAQ,,,,
63.17,EVET,69.23,HAYIR,33.05,HAYIR,0.19,HAYIR,6.62,HAYIR,2.13,HAYIR,1,8,HBANL,NASDAQ,,,,
,,,,,,57.37,HAYIR,3.23,EVET,-8.47,HAYIR,1,8,DRUG,NASDAQ,,,,
,,,,,,10.68,HAYIR,-0.25,EVET,0.88,HAYIR,1,8,RTAC,NASDAQ,,,,
38.85,HAYIR,2511.51,HAYIR,261.73,HAYIR,10.43,HAYIR,-2.32,EVET,-18.65,HAYIR,1,8,QURE,NASDAQ,,,,
,,,,126.44,HAYIR,,,,,5.55,HAYIR,1,8,ISATR,BIST,0.05,EVET,HAYIR,2347481584.57
,,,,,,10.68,HAYIR,-0.25,EVET,0.88,HAYIR,1,8,RTACU,NASDAQ,,,,
,,,,,,10.68,HAYIR,-0.25,EVET,0.88,HAYIR,1,8,RTACW,NASDAQ,,,,
,,,,,,0.17,HAYIR,-0.76,EVET,-2.62,HAYIR,1,8,SPKL,NASDAQ,,,,
,,,,,,1.31,HAYIR,0.23,EVET,0.97,HAYIR,1,8,PLMKW,NASDAQ,,,,
,,,,,,0.79,HAYIR,-0.12,EVET,0.78,HAYIR,1,8,PGAC,NASDAQ,,,,
,,,,,,0.79,HAYIR,-0.14,EVET,0.63,HAYIR,1,8,NOEMW,NASDAQ,,,,
,,,,,,6.86,HAYIR,,,28.38,EVET,1,8,ORIQ,NASDAQ,,,,
63.17,EVET,69.23,HAYIR,33.05,HAYIR,0.19,HAYIR,6.62,HAYIR,2.13,HAYIR,1,8,HBANM,NASDAQ,,,,
,,,,,,1.21,HAYIR,1.46,EVET,1.02,HAYIR,1,8,OACC,NASDAQ,,,,
,,,,,,1.21,HAYIR,1.46,EVET,1.02,HAYIR,1,8,OACCU,NASDAQ,,,,
22.34,HAYIR,121.37,HAYIR,18.45,HAYIR,2.04,HAYIR,12.34,HAYIR,48.21,EVET,1,8,CCOI,NASDAQ,,,,
,,,,,,,,,,207.36,EVET,1,8,OIM,NASDAQ,,,,
,,,,,,,,,,207.36,EVET,1,8,OIMAU,NASDAQ,,,,
49.23,EVET,78.32,HAYIR,48.43,HAYIR,0.13,HAYIR,22.25,HAYIR,0.79,HAYIR,1,8,OCFC,NASDAQ,,,,
,,,,,,1.98,EVET,,,0.84,HAYIR,1,8,ONCH,NASDAQ,,,,
,,,,,,1.98,EVET,,,0.84,HAYIR,1,8,ONCHU,NASDAQ,,,,
19.97,HAYIR,81.41,HAYIR,3.02,EVET,2.1,HAYIR,5.74,HAYIR,0.15,HAYIR,1,8,AEBI,NASDAQ,,,,
,,,,,,10.99,HAYIR,2.2,EVET,1.01,HAYIR,1,8,PCAPW,NASDAQ,,,,
,,,,,,0.13,HAYIR,-0.36,EVET,0.58,HAYIR,1,8,TWLV,NASDAQ,,,,
28.85,HAYIR,51.7,HAYIR,,,2.62,HAYIR,-0.07,EVET,1.67,HAYIR,1,8,GFS,NASDAQ,,,,
31.37,HAYIR,93.53,HAYIR,,,0.24,HAYIR,-236.22,EVET,3.37,HAYIR,1,8,TVACW,NASDAQ,,,,
24.8,HAYIR,128.61,HAYIR,30.25,HAYIR,2.8,HAYIR,-0.03,EVET,-3.57,HAYIR,1,8,IHLGM,BIST,-12.44,HAYIR,HAYIR,
,,,,,,0.14,HAYIR,-0.02,EVET,-9.3,HAYIR,1,8,TMTSU,NASDAQ,,,,
,,,,,,2.27,HAYIR,-1188.96,EVET,-0.09,HAYIR,1,8,PAACU,NASDAQ,,,,
23.99,HAYIR,95.59,HAYIR,,,2.22,HAYIR,-4.49,EVET,1.02,HAYIR,1,8,DAKT,NASDAQ,,,,
,,,,,,10.99,HAYIR,2.2,EVET,1.01,HAYIR,1,8,PCAP,NASDAQ,,,,
,,,,,,10.99,HAYIR,2.2,EVET,1.01,HAYIR,1,8,PCAPU,NASDAQ,,,,
,,,,,,0.45,HAYIR,-0.5,EVET,1.06,HAYIR,1,8,GPAT,NASDAQ,,,,
41.59,EVET,99.38,HAYIR,59.41,HAYIR,0.98,HAYIR,5.01,HAYIR,-5.26,HAYIR,1,8,MANAS,BIST,-62.62,HAYIR,,
,,-113156.17,EVET,,,8.09,HAYIR,,,-6.35,HAYIR,1,8,PBMWW,NASDAQ,,,,
,,,,,,4.42,HAYIR,0.52,EVET,-34.02,HAYIR,1,8,ANNX,NASDAQ,,,,
44.41,EVET,53.1,HAYIR,47.76,HAYIR,,,12.95,HAYIR,2.97,HAYIR,1,8,MBINL,NASDAQ,,,,
,,,,,,0.11,HAYIR,0.01,EVET,0.85,HAYIR,1,8,IMSR,NASDAQ,,,,
,,,,,,0.0,HAYIR,-0.28,EVET,0.97,HAYIR,1,8,ANSC,NASDAQ,,,,
,,,,,,0.0,HAYIR,-0.28,EVET,0.97,HAYIR,1,8,ANSCW,NASDAQ,,,,
,,,,,,0.1,HAYIR,,,113.36,EVET,1,8,APAC,NASDAQ,,,,
,,-4109.76,EVET,,,134.06,HAYIR,11.98,HAYIR,-1.09,HAYIR,1,8,NNE,NASDAQ,,,,
,,,,,,0.1,HAYIR,,,113.36,EVET,1,8,APACU,NASDAQ,,,,
,,,,,,1.77,EVET,,,0.08,HAYIR,1,8,APAD,NASDAQ,,,,
73.03,EVET,65.06,HAYIR,24.97,HAYIR,0.28,HAYIR,4.23,HAYIR,2.47,HAYIR,1,8,FMBH,NASDAQ,,,,
-1832.02,HAYIR,-10.65,EVET,575.4,HAYIR,2.26,HAYIR,25.46,HAYIR,-40.94,HAYIR,1,8,PCTTU,NASDAQ,,,,
,,,,,,0.11,HAYIR,-0.81,EVET,-77.78,HAYIR,1,8,ALCY,NASDAQ,,,,
,,,,,,1.78,EVET,,,16.78,HAYIR,1,8,ASPC,NASDAQ,,,,
,,,,,,1.78,EVET,,,16.78,HAYIR,1,8,ASPCR,NASDAQ,,,,
,,,,,,1.78,EVET,,,16.78,HAYIR,1,8,ASPCU,NASDAQ,,,,
