Ceyrek,Brut_Kar_Marji_%,FaalGid_BrutKar_%,FinansGid_Gelir_%,Cari_Oran,NetBorc_FAVOK,ROE_%,EPS,FK_Orani,Hisse,BKM_Filtre,FGBK_Filtre,FGG_Filtre,FK_Filtre,FS_Filtre,CO_Filtre,NB_Filtre,ROE_Filtre,EPS_Artis_Filtre,Icsel_Deger,Toplam_Gecilen
,10.16,76.76,5.53,1.14,2.43,-0.57,-0.1054,-21.0,PENGD,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,-13.61,-44.31,5.9,0.92,-2.41,-3.86,-0.7615,-2.91,PENGD,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,-5.39,-225.61,6.67,0.83,-11.56,-2.43,-0.5148,-4.3,PENGD,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,25.92,48.35,12.37,1.0,-23.57,-2.13,-0.4671,-4.74,PENGD,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,13.43,42.5,3.39,1.09,1.58,1.58,0.3795,5.83,PENGD,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,37.52,3
,,,,,,,,,PENTA,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,7.45,45.85,0.91,1.5,-0.36,4.5,0.3651,9.18,PENTA,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,36.09,4
,7.43,41.34,0.68,1.5,-0.64,3.3,0.2858,11.72,PENTA,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,28.25,4
,7.31,53.36,0.59,1.47,0.06,0.98,0.0912,36.71,PENTA,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,9.02,2
,6.86,68.66,0.89,1.41,-0.04,0.64,0.0635,52.79,PENTA,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,6.28,2
,6.9,61.55,0.93,1.42,0.72,0.62,0.0649,51.6,PENTA,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,6.42,2
,,,,,,,,,PETKM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,PETKM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,-2.8,-301.84,8.06,0.67,16.13,-10.65,-2.4527,-2.07,PETKM,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,2
,-5.59,-166.14,7.77,0.65,21.53,-4.3,-1.0166,-5.0,PETKM,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,2
,-2.22,-368.91,12.22,0.63,3.59,-0.9,-0.2296,-22.15,PETKM,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,0.37,3892.19,7.57,0.65,3.18,-1.81,-0.4791,-10.61,PETKM,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,-6.14,-5.29,22.59,0.56,4.24,-8.53,-2.1536,-2.36,PETKM,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,,,,,,,,,PETUN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,PETUN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,21.1,62.73,8.1,1.12,2.13,-1.48,-0.3282,-8.74,PETUN,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,21.53,48.6,8.81,1.4,1.11,1.1,0.267,10.74,PETUN,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,26.39,3
,18.02,62.56,9.07,1.35,1.78,0.68,0.1776,16.14,PETUN,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,17.56,2
,17.65,43.5,8.86,1.37,1.33,1.69,0.4728,6.06,PETUN,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,46.74,3
,19.4,42.39,12.19,1.32,2.08,-1.07,-0.3488,-8.22,PETUN,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,PGSUS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,PGSUS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,17.12,32.29,8.31,1.26,5.2,2.62,3.9303,11.44,PGSUS,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,388.54,2
,-3.59,-192.57,8.96,1.06,12.34,-3.28,-5.2692,-8.54,PGSUS,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,2
,21.17,23.75,5.5,1.07,2.81,5.28,10.2649,4.38,PGSUS,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,1014.76,4
,29.63,15.25,4.54,1.13,2.0,9.78,22.1152,2.03,PGSUS,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,2186.25,4
,5.82,132.28,5.78,1.03,12.14,-0.19,-0.4488,-100.22,PGSUS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,,,,,,,,,PINSU,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,PINSU,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,57.6,84.22,16.1,0.66,0.87,-1.45,-0.1256,-21.7,PINSU,GECTI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,46.51,112.09,13.99,0.66,1.5,-1.85,-0.1317,-20.69,PINSU,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,51.71,91.86,10.82,0.65,1.19,-0.07,-0.0052,-528.67,PINSU,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,53.57,76.8,5.5,0.68,0.62,2.9,0.2415,11.29,PINSU,GECTI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,23.87,4
,44.92,125.45,12.66,0.68,2.58,-0.82,-0.0708,-38.51,PINSU,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,,,,,,,,,PKART,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,4.93,35.18,,1.24,,0.0,0.6727,27.56,PKART,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,66.5,0
,6.14,-23.2,,1.7,,-15658.0,-2411.0449,-0.01,PKART,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECTI,GECMEDI,GECMEDI,GECMEDI,,2
,4.86,66.01,,1.47,,-0.27,-0.0463,-400.41,PKART,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,8.73,66.58,0.15,1.48,,0.34,0.0619,299.47,PKART,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,6.12,1
,7.48,50.47,,1.49,,-1.03,-0.1964,-94.37,PKART,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,2.94,70.92,8.43,0.79,,3.18,0.0299,1321.2,PKENT,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,2.96,1
,53.0,1.18,1.89,1.7,,27.4,0.354,111.5,PKENT,GECTI,GECTI,GECTI,GECMEDI,VERI_YOK,GECTI,GECMEDI,GECTI,GECMEDI,35.0,5
,0.29,573.04,1.14,1.67,,-5.46,-0.0833,-473.63,PKENT,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECMEDI,GECMEDI,GECMEDI,,2
,,,,,,,,,PLTUR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,33.15,7.09,3.81,2.28,0.12,5.57,1.2839,4.69,PLTUR,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,126.92,4
,29.48,18.6,5.45,2.49,0.36,3.37,0.8481,7.1,PLTUR,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,83.84,4
,37.93,3.12,7.32,2.39,0.54,1.72,0.4858,12.39,PLTUR,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,48.02,4
,25.23,6.04,8.99,2.26,0.79,1.68,0.5091,11.82,PLTUR,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,50.33,4
,21.16,8.57,13.94,1.97,1.63,-0.67,-0.2164,-27.81,PLTUR,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,4
,,,,,,,,,PNLSN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,PNLSN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,14.58,22.46,0.3,1.6,-0.85,0.19,0.0697,188.74,PNLSN,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,6.89,4
,9.37,72.64,0.87,1.68,0.07,-2.45,-0.7557,-17.42,PNLSN,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,3
,12.97,30.31,0.15,1.53,-0.11,2.89,0.9622,13.68,PNLSN,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,95.12,4
,17.12,22.54,0.28,1.49,-0.01,2.58,0.9388,14.02,PNLSN,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,92.81,4
,17.34,24.45,0.18,1.34,-0.1,5.78,2.3257,5.66,PNLSN,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,229.91,4
,,,,,,,,,POLHO,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,29.5,49.0,1.23,1.02,-20.79,-2.79,-0.5413,-10.23,POLHO,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,20.48,46.89,7.35,0.92,3.82,-1.49,-0.303,-18.28,POLHO,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,16.99,115.16,3.47,0.87,-8.43,-1.84,-0.404,-13.71,POLHO,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,22.73,62.63,3.24,1.32,6.11,-0.6,-0.138,-40.14,POLHO,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,20.21,77.85,5.03,1.12,1.93,-0.59,-0.1087,-50.97,POLHO,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,PRDGS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,PRDGS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,100.0,-3.72,-3.56,0.05,0.01,18.65,1.6231,1.03,PRDGS,GECTI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,160.46,5
,100.0,-27.8,-23.04,0.05,-0.24,-1.32,-0.1247,-13.36,PRDGS,GECTI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,4
,100.0,-9.79,-11.0,0.1,-0.05,-3.11,-0.3021,-5.51,PRDGS,GECTI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,4
,100.0,15.15,3.03,41.68,,1.31,0.1383,12.04,PRDGS,GECTI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,13.67,4
,100.0,4.91,0.62,3.37,,4.56,0.5287,3.15,PRDGS,GECTI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,52.27,4
,,,,,,,,,PSDTC,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,PSDTC,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,80.91,195.46,98.28,1.04,-4.02,5.7,1.3999,21.27,PSDTC,GECTI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,138.39,2
,72.84,204.57,181.2,1.04,-2.82,5.29,1.1442,26.02,PSDTC,GECTI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,113.11,2
,79.79,155.73,164.93,1.04,-1.88,8.34,2.1163,14.07,PSDTC,GECTI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,209.21,3
,77.6,215.15,147.28,1.04,-2.09,5.78,1.6781,17.74,PSDTC,GECTI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,165.89,2
,96.01,49.41,29.05,1.05,-2.18,7.01,2.0936,14.22,PSDTC,GECTI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,206.97,3
,96.75,17.05,868.43,3.22,0.59,12.08,0.3048,1.81,PSGYO,GECTI,GECTI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,30.13,4
,-17.14,-1130.59,887.9,2.46,1.2,6.81,0.2005,2.76,PSGYO,GECMEDI,GECTI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,19.82,3
,23.22,19.27,428.86,2.32,3.98,-1.82,-0.061,-9.06,PSGYO,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,67.03,66.07,223.0,1.99,2.04,2.44,0.0705,7.83,PSGYO,GECTI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,6.97,4
,,,,2.14,1.57,6.15,0.2404,2.3,PSGYO,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,23.77,2
,,,,,,,,,RALYH,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,RALYH,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,-62.46,-2.6,61.94,1.21,0.76,14.28,1.7997,18.79,RALYH,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,177.91,2
,26.11,12.77,4.4,0.84,0.64,9.66,1.1559,29.26,RALYH,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,114.27,3
,21.05,5.02,1.61,0.93,1.17,10.97,1.5546,21.76,RALYH,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,153.68,3
,28.06,38.41,0.54,0.86,1.91,5.83,0.9212,36.72,RALYH,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,91.07,2
,43.35,9.78,7.1,0.83,0.3,17.81,3.3277,10.16,RALYH,GECTI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,328.97,5
,,,,,,4.92,0.933,54.37,RAYSG,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECTI,92.23,1
,,,,,,14.21,3.1381,16.16,RAYSG,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECTI,310.22,1
,,,,,,14.35,3.8545,13.16,RAYSG,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECTI,381.04,2
,,,,,,15.65,4.9834,10.18,RAYSG,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECTI,492.64,2
,,,,,,20.15,8.0319,6.32,RAYSG,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECTI,GECTI,794.01,3
,98.39,11.95,79.29,1.02,0.43,1.72,0.33,23.91,RYGYO,GECTI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,32.62,3
,94.28,7.18,25.68,1.45,0.46,2.5,0.5349,14.75,RYGYO,GECTI,GECTI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,52.88,4
,68.79,18.13,93.74,1.19,0.06,16.03,3.6776,2.15,RYGYO,GECTI,GECTI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,363.56,4
,70.49,14.59,76.18,1.29,1.1,14.33,4.1763,1.89,RYGYO,GECTI,GECTI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,412.86,4
,79.58,5.53,41.42,1.85,0.65,0.55,0.1856,42.51,RYGYO,GECTI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,18.35,4
,,,,,,,,,RYSAS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,52.69,18.22,19.6,1.66,0.24,40.61,1.0828,4.0,RYSAS,GECTI,GECTI,GECMEDI,GECTI,VERI_YOK,GECTI,GECTI,GECTI,GECMEDI,107.04,6
,45.87,1.12,28.61,1.13,3.07,-18.38,-0.6685,-6.48,RYSAS,GECTI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,30.81,25.53,25.4,1.14,0.67,-0.36,-0.0327,-132.61,RYSAS,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,41.85,7.58,21.54,1.15,0.63,1.86,0.1738,24.93,RYSAS,GECTI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,17.18,3
,37.57,14.56,16.08,1.36,0.53,2.76,0.2843,15.24,RYSAS,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,28.11,2
,,,,,,,,,SAFKR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,SAFKR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,26.82,41.77,2.43,2.18,0.03,1.86,0.0933,69.0,SAFKR,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,9.22,2
,36.32,55.88,6.7,2.42,0.06,0.46,0.0197,327.3,SAFKR,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,1.95,2
,31.91,41.8,2.96,2.39,0.07,4.93,0.2326,27.69,SAFKR,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,22.99,2
,29.83,31.91,1.15,2.35,-0.09,4.58,0.243,26.5,SAFKR,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,24.02,2
,35.98,33.44,1.2,2.23,-0.19,5.41,0.3148,20.46,SAFKR,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,31.12,2
,,,,,,,,,SAHOL,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,138.34,,,-1.37,-1.8156,-13.21,SAHOL,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,134.47,,,-1.53,-2.1018,-11.41,SAHOL,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,119.79,,,-1.0,-1.4217,-16.86,SAHOL,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,138.88,,,0.55,0.8469,28.31,SAHOL,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,83.72,0
,,,126.35,,,0.2,0.3283,73.03,SAHOL,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,32.45,0
,49.32,18.37,0.28,0.87,-0.01,76.56,0.7443,11.82,SANEL,GECTI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECTI,GECMEDI,73.58,6
,26.81,2.14,1.35,0.89,-0.04,30.23,0.5644,15.59,SANEL,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECTI,GECMEDI,55.79,4
,30.21,42.51,6.47,1.05,0.01,-58.39,-4.7923,-1.84,SANEL,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,SANFM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,12.67,118.66,2.31,1.61,1.14,0.73,0.0086,198.16,SANFM,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,0.85,3
,17.76,138.57,3.68,2.18,3.68,-0.26,-0.0042,-403.7,SANFM,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,30.19,59.15,11.87,2.54,2.48,-3.67,-0.0472,-35.93,SANFM,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,47.19,25.77,2.69,2.07,1.18,5.75,0.0805,21.08,SANFM,GECTI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,7.96,4
,-6.35,-46.21,2.91,1.86,11.16,-3.33,-0.0508,-33.39,SANFM,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECTI,GECMEDI,GECMEDI,GECMEDI,,3
,16.75,33.53,16.76,0.52,1.78,2.82,0.0645,9.53,SASA,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,6.38,2
,19.31,23.04,15.54,0.47,3.83,2.87,0.0713,8.62,SASA,GECMEDI,GECTI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,7.05,3
,10.59,95.65,11.96,0.53,6.85,0.82,0.0226,27.19,SASA,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,2.23,1
,7.91,69.82,12.98,0.41,68.6,1.09,0.0324,18.96,SASA,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,3.2,1
,9.45,87.42,48.63,0.28,-12.95,-7.91,-0.2361,-2.61,SASA,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,,,,,,,,,SAYAS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,16.36,20.38,5.77,2.91,0.59,-1.32,-0.1406,-79.43,SAYAS,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,4.4,193.06,1.29,2.43,-0.2,-5.19,-0.554,-20.15,SAYAS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
